Cuenta de mayor	Cuenta de mayor	Acreedor	Asignación	Nº documento	Clase de documento	Fe.contabilización	Fecha compensación	Fecha de pago	Fecha de documento	Clave contabiliz.	Importe en moneda local	Moneda local	Doc.compensación	Centro de beneficio	Segmento	Texto	Referencia a factura
1131101002	2125301001		0000000001	3000047347	SA	42248	42248	42248	42248	17	-103871,68	USD	3000047347	ORD051	1000		3000047347
1131101002	2125301001		0000000001	3000047347	SA	42248	42248	42248	42248	17	-412234,28	USD	3000047347	ORD054	1000		3000047347
1131101002	2125301001		0000000001	3000047347	SA	42248	42248	42248	42248	07	8045,58	USD	3000047347	ORD014	1000		3000047347
1131101002	2125301001		0000000001	3000047347	SA	42248	42248	42248	42248	07	103871,68	USD	3000047347	ORD051	1000		3000047347
1131101002	2125301001		0000000001	3000047347	SA	42248	42248	42248	42248	07	412234,28	USD	3000047347	ORD054	1000		3000047347
1131101002	2125301001		0000000001	3000047349	SA	42248	42248	42248	42248	17	-5897,46	USD	3000047349	ORD014	1000		3000047349
1131101002	2125301001		0000000001	3000047349	SA	42248	42248	42248	42248	17	-0,43	USD	3000047349	ORD051	1000		3000047349
1131101002	2125301001		0000000001	3000047349	SA	42248	42248	42248	42248	17	-42360,42	USD	3000047349	ORD052	1000		3000047349
1131101002	2125301001		0000000001	3000047349	SA	42248	42248	42248	42248	17	-466452,81	USD	3000047349	ORD054	1000		3000047349
1131101002	2125301001		0000000001	3000047349	SA	42248	42248	42248	42248	07	5897,46	USD	3000047349	ORD014	1000		3000047349
1131101002	2125301001		0000000001	3000047349	SA	42248	42248	42248	42248	07	0,43	USD	3000047349	ORD051	1000		3000047349
1131101002	2125301001		0000000001	3000047349	SA	42248	42248	42248	42248	07	42360,42	USD	3000047349	ORD052	1000		3000047349
1131101002	2125301001		0000000001	3000047349	SA	42248	42248	42248	42248	07	466452,81	USD	3000047349	ORD054	1000		3000047349
1131101002	2125301001		0000000001	3000055766	SA	42309	42309	42309	42309	17	-7095,07	USD	3000055766	ORD014	1000		3000055766
1131101002	2125301001		0000000001	3000055766	SA	42309	42309	42309	42309	17	-99101,8	USD	3000055766	ORD051	1000		3000055766
1131101002	2125301001		0000000001	3000055766	SA	42309	42309	42309	42309	17	-419648,91	USD	3000055766	ORD054	1000		3000055766
1131101002	2125301001		0000000001	3000055766	SA	42309	42309	42309	42309	07	7095,07	USD	3000055766	ORD014	1000		3000055766
1131101002	2125301001		0000000001	3000055766	SA	42309	42309	42309	42309	07	99101,8	USD	3000055766	ORD051	1000		3000055766
1131101002	2125301001		0000000001	3000055766	SA	42309	42309	42309	42309	07	419648,91	USD	3000055766	ORD054	1000		3000055766
1131101002	2125301001		0000000001	3000058838	DA	41943	41943	41943	41943	01	3188821,05	USD	3000058839	DUMMY	1000		3000058838
1131101002	2125301001		0000000001	3000058839	ZV	41943	41943	41943	41943	17	-3188821,05	USD	3000058839	DUMMY	1000		3000058839
1131101002	2125301001		0000000001	3000058881	ZV	41943	41943	41943	41943	17	-58727,94	USD	3000058881	DUMMY	1000		3000058881
1131101002	2125301001		0000000001	39004035	AB	42004	42004	42004	42004	17	-174,35	USD	39004035	ORD014	1000	CIERRE PARTIDAS ABIERTAS 2014	39004035
1131101002	2125301001		0000000001	39004035	AB	42004	42004	42004	42004	07	174,35	USD	39004035	ORD014	1000	CIERRE PARTIDAS ABIERTAS 2014	39004035
1131101002	2125301001		0000000001	3000071997	SA	42004	42004	42004	42004	07	174,35	USD	39004035	ORD014	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071997
1131101002	2125301001		0000000001	3000071997	SA	42004	42004	42004	42004	17	-174,35	USD	39004035	ORD014	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071997
1131101002	2125301001		0000000001	3000071675	ZV	42004	42004	42004	42004	17	-104,26	USD	3000071675	ORD000	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071675
1131101002	2125301001		0000000001	3000071675	ZV	42004	42004	42004	42004	17	-9946,56	USD	3000071675	ORD014	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071675
1131101002	2125301001		0000000001	3000071675	ZV	42004	42004	42004	42004	17	-0,62	USD	3000071675	ORD047	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071675
1131101002	2125301001		0000000001	3000071675	ZV	42004	42004	42004	42004	17	-114731,01	USD	3000071675	ORD051	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071675
1131101002	2125301001		0000000001	3000071675	ZV	42004	42004	42004	42004	17	-515245,49	USD	3000071675	ORD054	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071675
1131101002	2125301001		0000000001	3000071675	ZV	42004	42004	42004	42004	07	104,26	USD	3000071675	ORD000	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071675
1131101002	2125301001		0000000001	3000071675	ZV	42004	42004	42004	42004	07	9946,56	USD	3000071675	ORD014	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071675
1131101002	2125301001		0000000001	3000071675	ZV	42004	42004	42004	42004	07	0,62	USD	3000071675	ORD047	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071675
1131101002	2125301001		0000000001	3000071675	ZV	42004	42004	42004	42004	07	114731,01	USD	3000071675	ORD051	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071675
1131101002	2125301001		0000000001	3000071675	ZV	42004	42004	42004	42004	07	515245,49	USD	3000071675	ORD054	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071675
1131101002	2125301001		0000000001	3000071702	ZV	42004	42004	42004	42004	17	-45559,8	USD	3000071702	ORD014	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071702
1131101002	2125301001		0000000001	3000071702	ZV	42004	42004	42004	42004	17	-42858,46	USD	3000071702	ORD042	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071702
1131101002	2125301001		0000000001	3000071702	ZV	42004	42004	42004	42004	17	-4746,49	USD	3000071702	ORD045	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071702
1131101002	2125301001		0000000001	3000071702	ZV	42004	42004	42004	42004	17	-82733,06	USD	3000071702	ORD047	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071702
1131101002	2125301001		0000000001	3000071702	ZV	42004	42004	42004	42004	17	-462071,67	USD	3000071702	ORD051	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071702
1131101002	2125301001		0000000001	3000071702	ZV	42004	42004	42004	42004	17	-116677,84	USD	3000071702	ORD052	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071702
1131101002	2125301001		0000000001	3000071702	ZV	42004	42004	42004	42004	17	-3402955,91	USD	3000071702	ORD054	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071702
1131101002	2125301001		0000000001	3000071702	ZV	42004	42004	42004	42004	07	45559,8	USD	3000071702	ORD014	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071702
1131101002	2125301001		0000000001	3000071702	ZV	42004	42004	42004	42004	07	42858,46	USD	3000071702	ORD042	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071702
1131101002	2125301001		0000000001	3000071702	ZV	42004	42004	42004	42004	07	4746,49	USD	3000071702	ORD045	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071702
1131101002	2125301001		0000000001	3000071702	ZV	42004	42004	42004	42004	07	82733,06	USD	3000071702	ORD047	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071702
1131101002	2125301001		0000000001	3000071702	ZV	42004	42004	42004	42004	07	462071,67	USD	3000071702	ORD051	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071702
1131101002	2125301001		0000000001	3000071702	ZV	42004	42004	42004	42004	07	116677,84	USD	3000071702	ORD052	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071702
1131101002	2125301001		0000000001	3000071702	ZV	42004	42004	42004	42004	07	3402955,91	USD	3000071702	ORD054	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071702
1131101002	2125301001		0000000001	3000071894	SA	42004	42004	42004	42004	17	-174,35	USD	3000071894	ORD014	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071894
1131101002	2125301001		0000000001	3000071894	SA	42004	42004	42004	42004	07	174,35	USD	3000071894	ORD014	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071894
1131101002	2125301001		0000000001	3000071879	ZV	42004	42004	42004	42004	17	-174,35	USD	3000071990	ORD014	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071879
1131101002	2125301001		0000000001	3000071990	ZV	42004	42004	42004	42004	07	174,35	USD	3000071990	ORD014	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071990
1131101002	2125301001		0000000001	3000071804	ZV	42004	42004	42004	42004	17	-174,35	USD	3000072032	ORD014	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071804
1131101002	2125301001		0000000001	3000071804	ZV	42004	42004	42004	42004	07	174,35	USD	3000072032	ORD014	1000	CIERRE PARTIDAS ABIERTAS 2014	3000071804
1131101002	2125301001		0000000001	3000072032	ZV	42004	42004	42004	42004	07	174,35	USD	3000072032	ORD014	1000	CIERRE PARTIDAS ABIERTAS 2014	3000072032
1131101002	2125301001		0000000001	3000072032	ZV	42004	42004	42004	42004	17	-174,35	USD	3000072032	ORD014	1000	CIERRE PARTIDAS ABIERTAS 2014	3000072032
1131101002	2125301001		0000000001	3000071879	ZV	42004	42004	42004	42004	07	174,35	USD	3000071990	ORD014	1000	CIERRE PARTIDAS ABIERTAS 2014 ANULADO	3000071879
1131101002	2125301001		0000000001	3000071990	ZV	42004	42004	42004	42004	17	-174,35	USD	3000071990	ORD014	1000	CIERRE PARTIDAS ABIERTAS 2014 ANULADO	3000071990
1131101002	2125301001		0000000001	39002654	ZI	42278		42278	42278	17	-307,28	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002654
1131101002	2125301001		0000000001	39002654	ZI	42278		42278	42278	01	307,28	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002654
1131101002	2125301001		0000000001	39002654	ZI	42278		42278	42278	17	-7,57	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002654
1131101002	2125301001		0000000001	39002654	ZI	42278		42278	42278	01	7,57	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002654
1131101002	2125301001		0000000001	39002654	ZI	42278		42278	42278	17	-54,39	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002654
1131101002	2125301001		0000000001	39002654	ZI	42278		42278	42278	01	54,39	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002654
1131101002	2125301001		0000000001	39002654	ZI	42278		42278	42278	17	-85,7	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002654
1131101002	2125301001		0000000001	39002654	ZI	42278		42278	42278	01	85,7	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002654
1131101002	2125301001		0000000001	39002654	ZI	42278		42278	42278	17	-4,25	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002654
1131101002	2125301001		0000000001	39002654	ZI	42278		42278	42278	01	4,25	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002654
1131101002	2125301001		0000000001	39002658	ZI	42279		42279	42279	17	-101,69	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002658
1131101002	2125301001		0000000001	39002658	ZI	42279		42279	42279	01	101,69	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002658
1131101002	2125301001		0000000001	39002658	ZI	42279		42279	42279	17	-302,83	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002658
1131101002	2125301001		0000000001	39002658	ZI	42279		42279	42279	01	302,83	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002658
1131101002	2125301001		0000000001	39002658	ZI	42279		42279	42279	17	-2,43	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002658
1131101002	2125301001		0000000001	39002658	ZI	42279		42279	42279	01	2,43	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002658
1131101002	2125301001		0000000001	39002673	ZI	42282		42282	42282	17	-77,68	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002673
1131101002	2125301001		0000000001	39002673	ZI	42282		42282	42282	01	77,68	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002673
1131101002	2125301001		0000000001	39002673	ZI	42282		42282	42282	17	-179,97	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002673
1131101002	2125301001		0000000001	39002673	ZI	42282		42282	42282	01	179,97	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002673
1131101002	2125301001		0000000001	39002673	ZI	42282		42282	42282	17	-5,17	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002673
1131101002	2125301001		0000000001	39002673	ZI	42282		42282	42282	01	5,17	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002673
1131101002	2125301001		0000000001	39002681	ZI	42284		42284	42284	17	-64,65	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002681
1131101002	2125301001		0000000001	39002681	ZI	42284		42284	42284	01	64,65	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002681
1131101002	2125301001		0000000001	39002690	ZI	42285		42285	42285	17	-4,3	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002690
1131101002	2125301001		0000000001	39002690	ZI	42285		42285	42285	01	4,3	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002690
1131101002	2125301001		0000000001	39002690	ZI	42285		42285	42285	17	-19,29	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002690
1131101002	2125301001		0000000001	39002690	ZI	42285		42285	42285	01	19,29	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002690
1131101002	2125301001		0000000001	39002696	ZI	42289		42289	42289	17	-6,85	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002696
1131101002	2125301001		0000000001	39002696	ZI	42289		42289	42289	01	6,85	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002696
1131101002	2125301001		0000000001	39002696	ZI	42289		42289	42289	17	-241,32	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002696
1131101002	2125301001		0000000001	39002696	ZI	42289		42289	42289	01	241,32	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002696
1131101002	2125301001		0000000001	39002699	ZI	42290		42290	42290	17	-159,8	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002699
1131101002	2125301001		0000000001	39002699	ZI	42290		42290	42290	01	159,8	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002699
1131101002	2125301001		0000000001	39002703	ZI	42291		42291	42291	17	-159,1	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002703
1131101002	2125301001		0000000001	39002703	ZI	42291		42291	42291	01	159,1	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002703
1131101002	2125301001		0000000001	39002703	ZI	42291		42291	42291	17	-8,02	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002703
1131101002	2125301001		0000000001	39002703	ZI	42291		42291	42291	01	8,02	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002703
1131101002	2125301001		0000000001	39002703	ZI	42291		42291	42291	17	-33,53	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002703
1131101002	2125301001		0000000001	39002703	ZI	42291		42291	42291	01	33,53	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002703
1131101002	2125301001		0000000001	39002703	ZI	42291		42291	42291	17	-62,65	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002703
1131101002	2125301001		0000000001	39002703	ZI	42291		42291	42291	01	62,65	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002703
1131101002	2125301001		0000000001	39002706	ZI	42292		42292	42292	17	-17,45	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002706
1131101002	2125301001		0000000001	39002706	ZI	42292		42292	42292	01	17,45	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002706
1131101002	2125301001		0000000001	39002706	ZI	42292		42292	42292	17	-10,92	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002706
1131101002	2125301001		0000000001	39002706	ZI	42292		42292	42292	01	10,92	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002706
1131101002	2125301001		0000000001	39002710	ZI	42293		42293	42293	17	-345,97	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002710
1131101002	2125301001		0000000001	39002710	ZI	42293		42293	42293	01	345,97	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002710
1131101002	2125301001		0000000001	39002710	ZI	42293		42293	42293	17	-26,34	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002710
1131101002	2125301001		0000000001	39002710	ZI	42293		42293	42293	01	26,34	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002710
1131101002	2125301001		0000000001	39002710	ZI	42293		42293	42293	17	-274,68	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002710
1131101002	2125301001		0000000001	39002710	ZI	42293		42293	42293	01	274,68	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002710
1131101002	2125301001		0000000001	39002710	ZI	42293		42293	42293	17	-105,69	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002710
1131101002	2125301001		0000000001	39002710	ZI	42293		42293	42293	01	105,69	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002710
1131101002	2125301001		0000000001	39002714	ZI	42296		42296	42296	17	-178,79	USD		ORD014	1000	INTFZ-FOND.INT-IMPTOS.UTILIDADCONSIGNACION	39002714
